Area(in^2),Density(pcf),Thickness(in),Weight(lbf),Fragility(G)
160.6666667,1.25,3,215.5555556,25.17787278
160.6666667,1.25,3,230,23.73827754
160.6666667,1.5,0.75,100,73.05223988
160.6666667,1.5,0.75,114.4444444,64.98654726
160.6666667,1.5,0.75,128.8888889,57.43738326
160.6666667,1.5,0.75,143.3333333,49.95525105
160.6666667,1.5,0.75,157.7777778,46.93311032
160.6666667,1.5,0.75,172.2222222,43.91096958
160.6666667,1.5,0.75,186.6666667,41.14175897
160.6666667,1.5,0.75,201.1111111,35.84054828
160.6666667,1.5,0.75,215.5555556,34.01126828
160.6666667,1.5,0.75,230,32.18198827
160.6666667,1.5,1,100,72.53571126
160.6666667,1.5,1,114.4444444,60.62707765
160.6666667,1.5,1,128.8888889,55.59768221
160.6666667,1.5,1,143.3333333,51.30605505
160.6666667,1.5,1,157.7777778,47.0144279
160.6666667,1.5,1,172.2222222,42.72280074
160.6666667,1.5,1,186.6666667,38.60518889
160.6666667,1.5,1,201.1111111,33.49186341
160.6666667,1.5,1,215.5555556,31.5132544
160.6666667,1.5,1,230,30.18403646
160.6666667,1.5,1.25,100,72.37662981
160.6666667,1.5,1.25,114.4444444,60.42346928
160.6666667,1.5,1.25,128.8888889,55.09660168
160.6666667,1.5,1.25,143.3333333,49.76973409
160.6666667,1.5,1.25,157.7777778,44.8054652
160.6666667,1.5,1.25,172.2222222,40.89747826
160.6666667,1.5,1.25,186.6666667,37.19830969
160.6666667,1.5,1.25,201.1111111,33.3007986
160.6666667,1.5,1.25,215.5555556,31.14803034
160.6666667,1.5,1.25,230,29.25501851
160.6666667,1.5,1.5,100,70.78155428
160.6666667,1.5,1.5,114.4444444,61.22198193
160.6666667,1.5,1.5,128.8888889,54.67561189
160.6666667,1.5,1.5,143.3333333,48.12924185
160.6666667,1.5,1.5,157.7777778,42.48936856
160.6666667,1.5,1.5,172.2222222,39.49020018
160.6666667,1.5,1.5,186.6666667,36.4910318
160.6666667,1.5,1.5,201.1111111,33.17342206
160.6666667,1.5,1.5,215.5555556,30.90454764
160.6666667,1.5,1.5,230,28.63567321
160.6666667,1.5,1.75,100,69.05972438
160.6666667,1.5,1.75,114.4444444,63.97870522
160.6666667,1.5,1.75,128.8888889,56.59866318
160.6666667,1.5,1.75,143.3333333,49.21862114
160.6666667,1.5,1.75,157.7777778,42.35657724
160.6666667,1.5,1.75,172.2222222,39.04649478
160.6666667,1.5,1.75,186.6666667,36.04157381
160.6666667,1.5,1.75,201.1111111,32.81431674
160.6666667,1.5,1.75,215.5555556,30.42968342
160.6666667,1.5,1.75,230,28.04505009
160.6666667,1.5,2,100,67.76835196
160.6666667,1.5,2,114.4444444,66.04624768
160.6666667,1.5,2,128.8888889,58.04095164
160.6666667,1.5,2,143.3333333,50.0356556
160.6666667,1.5,2,157.7777778,42.25698375
160.6666667,1.5,2,172.2222222,38.71371573
160.6666667,1.5,2,186.6666667,35.70448032
160.6666667,1.5,2,201.1111111,32.54498776
160.6666667,1.5,2,215.5555556,30.07353526
160.6666667,1.5,2,230,27.60208276
160.6666667,1.5,2.25,100,70.56088163
160.6666667,1.5,2.25,114.4444444,67.65433627
160.6666667,1.5,2.25,128.8888889,59.16273156
160.6666667,1.5,2.25,143.3333333,50.67112685
160.6666667,1.5,2.25,157.7777778,42.17952214
160.6666667,1.5,2.25,172.2222222,38.45488758
160.6666667,1.5,2.25,186.6666667,35.44229649
160.6666667,1.5,2.25,201.1111111,32.33550965
160.6666667,1.5,2.25,215.5555556,29.79653113
160.6666667,1.5,2.25,230,27.2575526
160.6666667,1.5,2.5,100,72.79490537
160.6666667,1.5,2.5,114.4444444,66.27623508
160.6666667,1.5,2.5,128.8888889,58.15733354
160.6666667,1.5,2.5,143.3333333,50.03843199
160.6666667,1.5,2.5,157.7777778,41.91953044
160.6666667,1.5,2.5,172.2222222,38.21683298
160.6666667,1.5,2.5,186.6666667,35.271954
160.6666667,1.5,2.5,201.1111111,32.16792717
160.6666667,1.5,2.5,215.5555556,29.57492783
160.6666667,1.5,2.5,230,26.98192848
160.6666667,1.5,2.75,100,74.62274297
160.6666667,1.5,2.75,114.4444444,65.14869775
160.6666667,1.5,2.75,128.8888889,57.33473515
160.6666667,1.5,2.75,143.3333333,49.52077256
160.6666667,1.5,2.75,157.7777778,41.70680996
160.6666667,1.5,2.75,172.2222222,38.02206104
160.6666667,1.5,2.75,186.6666667,35.13258286
160.6666667,1.5,2.75,201.1111111,32.03081423
160.6666667,1.5,2.75,215.5555556,29.39361603
160.6666667,1.5,2.75,230,26.75641784
160.6666667,1.5,3,100,76.14594098
160.6666667,1.5,3,114.4444444,64.2090833
160.6666667,1.5,3,128.8888889,56.6492365
160.6666667,1.5,3,143.3333333,49.0893897
160.6666667,1.5,3,157.7777778,41.52954289
160.6666667,1.5,3,172.2222222,37.85975109
160.6666667,1.5,3,186.6666667,35.01644026
160.6666667,1.5,3,201.1111111,31.91655345
160.6666667,1.5,3,215.5555556,29.24252287
160.6666667,1.5,3,230,26.5684923
160.6666667,2,0.75,100,83.7593361
160.6666667,2,0.75,114.4444444,71.39718764
160.6666667,2,0.75,128.8888889,63.3450899
160.6666667,2,0.75,143.3333333,57.66021208
160.6666667,2,0.75,157.7777778,53.24919318
160.6666667,2,0.75,172.2222222,49.50322729
160.6666667,2,0.75,186.6666667,45.75726141
160.6666667,2,0.75,201.1111111,40.29371254
160.6666667,2,0.75,215.5555556,38.2334313
160.6666667,2,0.75,230,36.17315007
160.6666667,2,1,100,82.33927798
160.6666667,2,1,114.4444444,68.49211618
160.6666667,2,1,128.8888889,60.40082988
160.6666667,2,1,143.3333333,54.64761027
160.6666667,2,1,157.7777778,50.21904616
160.6666667,2,1,172.2222222,46.33846334
160.6666667,2,1,186.6666667,43.63402119
160.6666667,2,1,201.1111111,39.01254034
160.6666667,2,1,215.5555556,37.06463808
160.6666667,2,1,230,35.11673582
160.6666667,2,1.25,100,79.53575304
160.6666667,2,1.25,114.4444444,67.20859909
160.6666667,2,1.25,128.8888889,59.09162616
160.6666667,2,1.25,143.3333333,53.44457354
160.6666667,2,1.25,157.7777778,48.72965114
160.6666667,2,1.25,172.2222222,44.60585614
160.6666667,2,1.25,186.6666667,41.79657331
160.6666667,2,1.25,201.1111111,37.74777817
160.6666667,2,1.25,215.5555556,35.97123682
160.6666667,2,1.25,230,34.19469547
160.6666667,2,1.5,100,79.47895673
160.6666667,2,1.5,114.4444444,65.94487255
160.6666667,2,1.5,128.8888889,58.2388856
160.6666667,2,1.5,143.3333333,52.22047026
160.6666667,2,1.5,157.7777778,47.42563393
160.6666667,2,1.5,172.2222222,44.10861606
160.6666667,2,1.5,186.6666667,40.9604426
160.6666667,2,1.5,201.1111111,36.90460339
160.6666667,2,1.5,215.5555556,35.24230265
160.6666667,2,1.5,230,33.58000191
160.6666667,2,1.75,100,79.8980815
160.6666667,2,1.75,114.4444444,65.68572347
160.6666667,2,1.75,128.8888889,57.74742782
160.6666667,2,1.75,143.3333333,52.41616056
160.6666667,2,1.75,157.7777778,47.96202874
160.6666667,2,1.75,172.2222222,44.35236462
160.6666667,2,1.75,186.6666667,40.83918302
160.6666667,2,1.75,201.1111111,36.15242319
160.6666667,2,1.75,215.5555556,34.27621433
160.6666667,2,1.75,230,32.4737424
160.6666667,2,2,100,80.21242508
160.6666667,2,2,114.4444444,65.49136166
160.6666667,2,2,128.8888889,57.3788345
160.6666667,2,2,143.3333333,52.56292828
160.6666667,2,2,157.7777778,48.36432485
160.6666667,2,2,172.2222222,44.53517604
160.6666667,2,2,186.6666667,40.74823833
160.6666667,2,2,201.1111111,35.58828805
160.6666667,2,2,215.5555556,33.5516481
160.6666667,2,2,230,31.64404777
160.6666667,2,2.25,100,79.66897815
160.6666667,2,2.25,114.4444444,65.34019137
160.6666667,2,2.25,128.8888889,57.0921508
160.6666667,2,2.25,143.3333333,52.67708095
160.6666667,2,2.25,157.7777778,48.67722183
160.6666667,2,2.25,172.2222222,44.6773627
160.6666667,2,2.25,186.6666667,40.67750357
160.6666667,2,2.25,201.1111111,35.14951627
160.6666667,2,2.25,215.5555556,32.98809658
160.6666667,2,2.25,230,30.99872972
160.6666667,2,2.5,100,79.2342206
160.6666667,2,2.5,114.4444444,64.84404487
160.6666667,2,2.5,128.8888889,56.73349085
160.6666667,2,2.5,143.3333333,51.90671933
160.6666667,2,2.5,157.7777778,47.70441155
160.6666667,2,2.5,172.2222222,43.8030027
160.6666667,2,2.5,186.6666667,39.96545354
160.6666667,2,2.5,201.1111111,34.79849885
160.6666667,2,2.5,215.5555556,32.53725537
160.6666667,2,2.5,230,30.48247529
160.6666667,2,2.75,100,78.87850989
160.6666667,2,2.75,114.4444444,64.43810682
160.6666667,2,2.75,128.8888889,56.4400418
160.6666667,2,2.75,143.3333333,51.27642345
160.6666667,2,2.75,157.7777778,46.90847588
160.6666667,2,2.75,172.2222222,43.08761724
160.6666667,2,2.75,186.6666667,39.38286715
160.6666667,2,2.75,201.1111111,34.51130278
160.6666667,2,2.75,215.5555556,32.16838528
160.6666667,2,2.75,230,30.06008529
160.6666667,2,3,100,78.58208429
160.6666667,2,3,114.4444444,64.09982512
160.6666667,2,3,128.8888889,56.19550093
160.6666667,2,3,143.3333333,50.75117689
160.6666667,2,3,157.7777778,46.24519615
160.6666667,2,3,172.2222222,42.49146269
160.6666667,2,3,186.6666667,38.89737849
160.6666667,2,3,201.1111111,34.27197272
160.6666667,2,3,215.5555556,31.86099355
160.6666667,2,3,230,29.70809363
188.3333333,1.25,0.75,100,67.10226875
188.3333333,1.25,0.75,114.4444444,66.79667911
188.3333333,1.25,0.75,128.8888889,60.86539253
188.3333333,1.25,0.75,143.3333333,54.93410595
188.3333333,1.25,0.75,157.7777778,49.00281937
188.3333333,1.25,0.75,172.2222222,43.07153279
188.3333333,1.25,0.75,186.6666667,40.76762272
188.3333333,1.25,0.75,201.1111111,33.54391199
188.3333333,1.25,0.75,215.5555556,32.0864291
188.3333333,1.25,0.75,230,30.62894621
188.3333333,1.25,1,100,75.5483287
188.3333333,1.25,1,114.4444444,55.18851104
188.3333333,1.25,1,128.8888889,48.53122414
188.3333333,1.25,1,143.3333333,43.53989055
188.3333333,1.25,1,157.7777778,40.93979487
188.3333333,1.25,1,172.2222222,38.33969919
188.3333333,1.25,1,186.6666667,36.27015758
188.3333333,1.25,1,201.1111111,40.85103492
188.3333333,1.25,1,215.5555556,37.68045674
188.3333333,1.25,1,230,34.50987857
188.3333333,1.25,1.25,100,62.81615004
188.3333333,1.25,1.25,114.4444444,59.60801546
188.3333333,1.25,1.25,128.8888889,52.52215846
188.3333333,1.25,1.25,143.3333333,47.26952646
188.3333333,1.25,1.25,157.7777778,44.1706234
188.3333333,1.25,1.25,172.2222222,41.07172034
188.3333333,1.25,1.25,186.6666667,38.60948216
188.3333333,1.25,1.25,201.1111111,34.72346655
188.3333333,1.25,1.25,215.5555556,32.81251883
188.3333333,1.25,1.25,230,30.90157112
188.3333333,1.25,1.5,100,60.22854442
188.3333333,1.25,1.5,114.4444444,68.19901951
188.3333333,1.25,1.5,128.8888889,60.00617449
188.3333333,1.25,1.5,143.3333333,53.53334762
188.3333333,1.25,1.5,157.7777778,50.36276944
188.3333333,1.25,1.5,172.2222222,47.19219127
188.3333333,1.25,1.5,186.6666667,44.02161309
188.3333333,1.25,1.5,201.1111111,30.63842096
188.3333333,1.25,1.5,215.5555556,29.56722689
188.3333333,1.25,1.5,230,28.49603282
188.3333333,1.25,1.75,100,69.46472734
188.3333333,1.25,1.75,114.4444444,60.88464043
188.3333333,1.25,1.75,128.8888889,53.34814879
188.3333333,1.25,1.75,143.3333333,48.2743286
188.3333333,1.25,1.75,157.7777778,45.08750767
188.3333333,1.25,1.75,172.2222222,41.90068674
188.3333333,1.25,1.75,186.6666667,38.7450425
188.3333333,1.25,1.75,201.1111111,30.33085079
188.3333333,1.25,1.75,215.5555556,29.21482221
188.3333333,1.25,1.75,230,28.09879362
188.3333333,1.25,2,100,76.39186453
188.3333333,1.25,2,114.4444444,55.39885612
188.3333333,1.25,2,128.8888889,48.35462952
188.3333333,1.25,2,143.3333333,44.33006434
188.3333333,1.25,2,157.7777778,41.13106134
188.3333333,1.25,2,172.2222222,37.93205833
188.3333333,1.25,2,186.6666667,34.78761455
188.3333333,1.25,2,201.1111111,30.10017317
188.3333333,1.25,2,215.5555556,28.95051869
188.3333333,1.25,2,230,27.80086422
188.3333333,1.25,2.25,100,70.46580108
188.3333333,1.25,2.25,114.4444444,51.132135
188.3333333,1.25,2.25,128.8888889,44.47078119
188.3333333,1.25,2.25,143.3333333,41.26230325
188.3333333,1.25,2.25,157.7777778,38.0538253
188.3333333,1.25,2.25,172.2222222,34.84534736
188.3333333,1.25,2.25,186.6666667,31.70961504
188.3333333,1.25,2.25,201.1111111,29.92075723
188.3333333,1.25,2.25,215.5555556,28.74494929
188.3333333,1.25,2.25,230,27.56914135
188.3333333,1.25,2.5,100,65.72495031
188.3333333,1.25,2.5,114.4444444,50.64513462
188.3333333,1.25,2.5,128.8888889,44.25967925
188.3333333,1.25,2.5,143.3333333,41.02336531
188.3333333,1.25,2.5,157.7777778,37.78705138
188.3333333,1.25,2.5,172.2222222,34.55073744
188.3333333,1.25,2.5,186.6666667,31.52570008
188.3333333,1.25,2.5,201.1111111,29.77722449
188.3333333,1.25,2.5,215.5555556,28.58049377
188.3333333,1.25,2.5,230,27.38376306
188.3333333,1.25,2.75,100,61.84607241
188.3333333,1.25,2.75,114.4444444,50.24667977
188.3333333,1.25,2.75,128.8888889,44.08695947
188.3333333,1.25,2.75,143.3333333,40.82787064
188.3333333,1.25,2.75,157.7777778,37.5687818
188.3333333,1.25,2.75,172.2222222,34.30969297
188.3333333,1.25,2.75,186.6666667,31.3752242
188.3333333,1.25,2.75,201.1111111,29.6597886
188.3333333,1.25,2.75,215.5555556,28.44593926
188.3333333,1.25,2.75,230,27.23208991
188.3333333,1.25,3,100,58.61367417
188.3333333,1.25,3,114.4444444,49.91463407
188.3333333,1.25,3,128.8888889,43.94302633
188.3333333,1.25,3,143.3333333,40.66495841
188.3333333,1.25,3,157.7777778,37.38689049
188.3333333,1.25,3,172.2222222,34.10882257
188.3333333,1.25,3,186.6666667,31.24982764
188.3333333,1.25,3,201.1111111,29.56192537
188.3333333,1.25,3,215.5555556,28.33381049
188.3333333,1.25,3,230,27.10569562
188.3333333,1.5,0.75,100,85.44113201
188.3333333,1.5,0.75,114.4444444,73.77317803
188.3333333,1.5,0.75,128.8888889,67.33300626
188.3333333,1.5,0.75,143.3333333,60.8928345
188.3333333,1.5,0.75,157.7777778,54.45266273
188.3333333,1.5,0.75,172.2222222,49.20434474
188.3333333,1.5,0.75,186.6666667,46.62616451
188.3333333,1.5,0.75,201.1111111,42.04030863
188.3333333,1.5,0.75,215.5555556,38.18954156
188.3333333,1.5,0.75,230,36.46093446
188.3333333,1.5,1,100,82.14836358
188.3333333,1.5,1,114.4444444,73.72012542
188.3333333,1.5,1,128.8888889,63.61516508
188.3333333,1.5,1,143.3333333,57.56207302
188.3333333,1.5,1,157.7777778,53.90089728
188.3333333,1.5,1,172.2222222,50.23972155
188.3333333,1.5,1,186.6666667,46.57854582
188.3333333,1.5,1,201.1111111,39.62617337
188.3333333,1.5,1,215.5555556,37.06759078
188.3333333,1.5,1,230,34.5090082
188.3333333,1.5,1.25,100,84.1592281
188.3333333,1.5,1.25,114.4444444,71.32568068
188.3333333,1.5,1.25,128.8888889,62.69473981
188.3333333,1.5,1.25,143.3333333,57.53484931
188.3333333,1.5,1.25,157.7777778,52.99051271
188.3333333,1.5,1.25,172.2222222,48.44617611
188.3333333,1.5,1.25,186.6666667,44.4085478
188.3333333,1.5,1.25,201.1111111,39.02338558
188.3333333,1.5,1.25,215.5555556,36.35411474
188.3333333,1.5,1.25,230,34.16933926
188.3333333,1.5,1.5,100,83.26818189
188.3333333,1.5,1.5,114.4444444,69.12301494
188.3333333,1.5,1.5,128.8888889,63.25674881
188.3333333,1.5,1.5,143.3333333,57.67205792
188.3333333,1.5,1.5,157.7777778,52.08736702
188.3333333,1.5,1.5,172.2222222,46.50267612
188.3333333,1.5,1.5,186.6666667,42.18475595
188.3333333,1.5,1.5,201.1111111,38.62152706
188.3333333,1.5,1.5,215.5555556,35.87846404
188.3333333,1.5,1.5,230,33.94289329
188.3333333,1.5,1.75,100,82.17133332
188.3333333,1.5,1.75,114.4444444,72.72939151
188.3333333,1.5,1.75,128.8888889,66.27259711
188.3333333,1.5,1.75,143.3333333,59.97670284
188.3333333,1.5,1.75,157.7777778,53.68080857
188.3333333,1.5,1.75,172.2222222,47.3849143
188.3333333,1.5,1.75,186.6666667,42.00149698
188.3333333,1.5,1.75,201.1111111,38.26847562
188.3333333,1.5,1.75,215.5555556,35.65737107
188.3333333,1.5,1.75,230,33.62304671
188.3333333,1.5,2,100,81.34869689
188.3333333,1.5,2,114.4444444,75.43417394
188.3333333,1.5,2,128.8888889,68.53448333
188.3333333,1.5,2,143.3333333,61.70518654
188.3333333,1.5,2,157.7777778,54.87588974
188.3333333,1.5,2,172.2222222,48.04659294
188.3333333,1.5,2,186.6666667,41.86405275
188.3333333,1.5,2,201.1111111,38.00368704
188.3333333,1.5,2,215.5555556,35.49155134
188.3333333,1.5,2,230,33.38316178
188.3333333,1.5,2.25,100,82.49315094
188.3333333,1.5,2.25,114.4444444,77.53789361
188.3333333,1.5,2.25,128.8888889,70.29372817
188.3333333,1.5,2.25,143.3333333,63.04956274
188.3333333,1.5,2.25,157.7777778,55.80539731
188.3333333,1.5,2.25,172.2222222,48.56123188
188.3333333,1.5,2.25,186.6666667,41.75715168
188.3333333,1.5,2.25,201.1111111,37.79774037
188.3333333,1.5,2.25,215.5555556,35.36258044
188.3333333,1.5,2.25,230,33.1965846
188.3333333,1.5,2.5,100,83.40871418
188.3333333,1.5,2.5,114.4444444,75.72599537
188.3333333,1.5,2.5,128.8888889,68.79978202
188.3333333,1.5,2.5,143.3333333,61.87356866
188.3333333,1.5,2.5,157.7777778,54.94735531
188.3333333,1.5,2.5,172.2222222,48.02114195
188.3333333,1.5,2.5,186.6666667,41.44699678
188.3333333,1.5,2.5,201.1111111,37.63298303
188.3333333,1.5,2.5,215.5555556,35.25940372
188.3333333,1.5,2.5,230,33.04732286
188.3333333,1.5,2.75,100,84.15781138
188.3333333,1.5,2.75,114.4444444,74.24353318
188.3333333,1.5,2.75,128.8888889,67.57746243
188.3333333,1.5,2.75,143.3333333,60.91139169
188.3333333,1.5,2.75,157.7777778,54.24532094
188.3333333,1.5,2.75,172.2222222,47.5792502
188.3333333,1.5,2.75,186.6666667,41.19323369
188.3333333,1.5,2.75,201.1111111,37.49818157
188.3333333,1.5,2.75,215.5555556,35.1749864
188.3333333,1.5,2.75,230,32.92519962
188.3333333,1.5,3,100,84.78205904
188.3333333,1.5,3,114.4444444,73.00814802
188.3333333,1.5,3,128.8888889,66.55886278
188.3333333,1.5,3,143.3333333,60.10957754
188.3333333,1.5,3,157.7777778,53.6602923
188.3333333,1.5,3,172.2222222,47.21100707
188.3333333,1.5,3,186.6666667,40.98176445
188.3333333,1.5,3,201.1111111,37.38584702
188.3333333,1.5,3,215.5555556,35.10463864
188.3333333,1.5,3,230,32.82343026
188.3333333,2,0.75,100,99.56525313
188.3333333,2,0.75,114.4444444,84.93851825
188.3333333,2,0.75,128.8888889,74.65732547
188.3333333,2,0.75,143.3333333,66.22566372
188.3333333,2,0.75,157.7777778,60.85693215
188.3333333,2,0.75,172.2222222,56.41920682
188.3333333,2,0.75,186.6666667,52.86873156
188.3333333,2,0.75,201.1111111,45.14869442
188.3333333,2,0.75,215.5555556,42.75006146
188.3333333,2,0.75,230,40.992441
188.3333333,2,1,100,98.46579363
188.3333333,2,1,114.4444444,81.57925703
188.3333333,2,1,128.8888889,71.29170259
188.3333333,2,1,143.3333333,64.10442478
188.3333333,2,1,157.7777778,57.57008631
188.3333333,2,1,172.2222222,53.54725227
188.3333333,2,1,186.6666667,49.76925598
188.3333333,2,1,201.1111111,44.25247267
188.3333333,2,1,215.5555556,41.54554919
188.3333333,2,1,230,39.67315634
188.3333333,2,1.25,100,93.8136536
188.3333333,2,1.25,114.4444444,82.16558974
188.3333333,2,1.25,128.8888889,70.2603802
188.3333333,2,1.25,143.3333333,62.80697851
188.3333333,2,1.25,157.7777778,56.32439013
188.3333333,2,1.25,172.2222222,52.27306457
188.3333333,2,1.25,186.6666667,48.25907803
188.3333333,2,1.25,201.1111111,44.61621157
188.3333333,2,1.25,215.5555556,41.48608066
188.3333333,2,1.25,230,38.689762
188.3333333,2,1.5,100,93.84702908
188.3333333,2,1.5,114.4444444,82.72181252
188.3333333,2,1.5,128.8888889,69.66215995
188.3333333,2,1.5,143.3333333,61.76611884
188.3333333,2,1.5,157.7777778,55.19216182
188.3333333,2,1.5,172.2222222,51.02910521
188.3333333,2,1.5,186.6666667,46.95939615
188.3333333,2,1.5,201.1111111,44.85870417
188.3333333,2,1.5,215.5555556,41.44643497
188.3333333,2,1.5,230,38.03416577
188.3333333,2,1.75,100,94.95242109
188.3333333,2,1.75,114.4444444,81.96763428
188.3333333,2,1.75,128.8888889,69.19661718
188.3333333,2,1.75,143.3333333,61.38099487
188.3333333,2,1.75,157.7777778,55.15074037
188.3333333,2,1.75,172.2222222,51.30944979
188.3333333,2,1.75,186.6666667,47.52150067
188.3333333,2,1.75,201.1111111,43.60053066
188.3333333,2,1.75,215.5555556,40.36580471
188.3333333,2,1.75,230,37.23495488
188.3333333,2,2,100,95.78146509
188.3333333,2,2,114.4444444,81.4020006
188.3333333,2,2,128.8888889,68.8474601
188.3333333,2,2,143.3333333,61.0921519
188.3333333,2,2,157.7777778,55.11967428
188.3333333,2,2,172.2222222,51.51970823
188.3333333,2,2,186.6666667,47.94307906
188.3333333,2,2,201.1111111,42.65690054
188.3333333,2,2,215.5555556,39.55533202
188.3333333,2,2,230,36.63554672
188.3333333,2,2.25,100,94.97038776
188.3333333,2,2.25,114.4444444,80.96206329
188.3333333,2,2.25,128.8888889,68.57589348
188.3333333,2,2.25,143.3333333,60.86749626
188.3333333,2,2.25,157.7777778,55.09551177
188.3333333,2,2.25,172.2222222,51.68324257
188.3333333,2,2.25,186.6666667,48.27097337
188.3333333,2,2.25,201.1111111,41.92296599
188.3333333,2,2.25,215.5555556,38.92496437
188.3333333,2,2.25,230,36.16934037
188.3333333,2,2.5,100,94.3215259
188.3333333,2,2.5,114.4444444,79.73462574
188.3333333,2,2.5,128.8888889,68.04687147
188.3333333,2,2.5,143.3333333,60.44590509
188.3333333,2,2.5,157.7777778,54.53833062
188.3333333,2,2.5,172.2222222,50.86257886
188.3333333,2,2.5,186.6666667,47.27760126
188.3333333,2,2.5,201.1111111,41.33581836
188.3333333,2,2.5,215.5555556,38.42067025
188.3333333,2,2.5,230,35.7963753
188.3333333,2,2.75,100,93.79063892
188.3333333,2,2.75,114.4444444,78.73035864
188.3333333,2,2.75,128.8888889,67.61403528
188.3333333,2,2.75,143.3333333,60.10096687
188.3333333,2,2.75,157.7777778,54.08245512
188.3333333,2,2.75,172.2222222,50.19112674
188.3333333,2,2.75,186.6666667,46.46484226
188.3333333,2,2.75,201.1111111,40.85542484
188.3333333,2,2.75,215.5555556,38.00806597
188.3333333,2,2.75,230,35.49122205
188.3333333,2,3,100,93.3482331
188.3333333,2,3,114.4444444,77.8934694
188.3333333,2,3,128.8888889,67.25333845
188.3333333,2,3,143.3333333,59.81351835
188.3333333,2,3,157.7777778,53.70255888
188.3333333,2,3,172.2222222,49.63158331
188.3333333,2,3,186.6666667,45.7875431
188.3333333,2,3,201.1111111,40.4550969
188.3333333,2,3,215.5555556,37.66422907
188.3333333,2,3,230,35.23692768
216,1.25,0.75,100,73.6439928
216,1.25,0.75,114.4444444,75.74935116
216,1.25,0.75,128.8888889,67.6444081
216,1.25,0.75,143.3333333,62.47283878
216,1.25,0.75,157.7777778,57.30126947
216,1.25,0.75,172.2222222,52.12970015
216,1.25,0.75,186.6666667,46.95813083
216,1.25,0.75,201.1111111,36.33040289
216,1.25,0.75,215.5555556,34.87232528
216,1.25,0.75,230,33.60152616
216,1.25,1,100,87.5614308
216,1.25,1,114.4444444,61.94458246
216,1.25,1,128.8888889,56.14000361
216,1.25,1,143.3333333,50.33542476
216,1.25,1,157.7777778,44.82733209
216,1.25,1,172.2222222,42.31052432
216,1.25,1,186.6666667,40.04346559
216,1.25,1,201.1111111,46.50530794
216,1.25,1,215.5555556,43.74083777
216,1.25,1,230,40.9763676
216,1.25,1.25,100,68.88414174
216,1.25,1.25,114.4444444,66.79901635
216,1.25,1.25,128.8888889,60.62076141
216,1.25,1.25,143.3333333,54.44250646
216,1.25,1.25,157.7777778,48.62003494
216,1.25,1.25,172.2222222,45.80431624
216,1.25,1.25,186.6666667,43.10234058
216,1.25,1.25,201.1111111,39.09227516
216,1.25,1.25,215.5555556,36.46518741
216,1.25,1.25,230,34.79900615
216,1.25,1.5,100,65.85752725
216,1.25,1.5,114.4444444,76.51343452
216,1.25,1.5,128.8888889,69.36998169
216,1.25,1.5,143.3333333,62.22652885
216,1.25,1.5,157.7777778,55.08307602
216,1.25,1.5,172.2222222,52.03424828
216,1.25,1.5,186.6666667,49.26977811
216,1.25,1.5,201.1111111,34.15025331
216,1.25,1.5,215.5555556,31.61475383
216,1.25,1.5,230,30.68076517
216,1.25,1.75,100,77.11696162
216,1.25,1.75,114.4444444,68.88968662
216,1.25,1.75,128.8888889,62.0120326
216,1.25,1.75,143.3333333,55.13437857
216,1.25,1.75,157.7777778,49.70867192
216,1.25,1.75,172.2222222,46.76754943
216,1.25,1.75,186.6666667,43.98891698
216,1.25,1.75,201.1111111,33.72076705
216,1.25,1.75,215.5555556,31.34804779
216,1.25,1.75,230,30.37496731
216,1.25,2,100,85.56153739
216,1.25,2,114.4444444,63.17187569
216,1.25,2,128.8888889,56.49357078
216,1.25,2,143.3333333,49.81526586
216,1.25,2,157.7777778,45.67786885
216,1.25,2,172.2222222,42.81752529
216,1.25,2,186.6666667,40.02827113
216,1.25,2,201.1111111,33.39865235
216,1.25,2,215.5555556,31.14801826
216,1.25,2,230,30.14561891
216,1.25,2.25,100,78.79033993
216,1.25,2.25,114.4444444,58.72468941
216,1.25,2.25,128.8888889,52.2014338
216,1.25,2.25,143.3333333,45.6781782
216,1.25,2.25,157.7777778,42.54279979
216,1.25,2.25,172.2222222,39.7452843
216,1.25,2.25,186.6666667,36.9477688
216,1.25,2.25,201.1111111,33.1481187
216,1.25,2.25,215.5555556,30.99243973
216,1.25,2.25,230,29.96723682
216,1.25,2.5,100,73.37338196
216,1.25,2.5,114.4444444,58.31080451
216,1.25,2.5,128.8888889,51.72473066
216,1.25,2.5,143.3333333,45.40704754
216,1.25,2.5,157.7777778,42.31497114
216,1.25,2.5,172.2222222,39.49318507
216,1.25,2.5,186.6666667,36.671399
216,1.25,2.5,201.1111111,32.94769178
216,1.25,2.5,215.5555556,30.86797691
216,1.25,2.5,230,29.82453115
216,1.25,2.75,100,68.94132545
216,1.25,2.75,114.4444444,57.97217141
216,1.25,2.75,128.8888889,51.33470082
216,1.25,2.75,143.3333333,45.18521336
216,1.25,2.75,157.7777778,42.12856587
216,1.25,2.75,172.2222222,39.28692206
216,1.25,2.75,186.6666667,36.44527825
216,1.25,2.75,201.1111111,32.78370611
216,1.25,2.75,215.5555556,30.7661437
216,1.25,2.75,230,29.70777197
216,1.25,3,100,65.24794501
216,1.25,3,114.4444444,57.68997716
216,1.25,3,128.8888889,51.00967595
216,1.25,3,143.3333333,45.00035155
216,1.25,3,157.7777778,41.97322816
216,1.25,3,172.2222222,39.11503622
216,1.25,3,186.6666667,36.25684429
216,1.25,3,201.1111111,32.64705139
